10-gigabit-ethernet	A network technology standard that transmits data at 10 billion bits per second over copper or fiber optic cables.
10-hour-miosha-safety-certification	A credential earned by completing a 10-hour Occupational Safety and Health Administration training program covering workplace hazard recognition, prevention, and regulatory compliance requirements.
10-hour-osha-construction-card	A certification proving completion of the OSHA 10-hour construction safety course, which covers hazard recognition and prevention in the construction industry.
10-hour-osha-general-industry-card	A certification document issued upon completion of the 10-hour OSHA General Industry training course, which covers workplace safety standards and hazard recognition applicable to non-construction work environments.
100-ton-master-captain-s-license	A maritime credential authorizing the holder to command oceangoing vessels of up to 100 gross tons with unlimited tonnage in inland waters.
1010data	A cloud-based analytics and data management platform that enables users to store, process, and analyze large datasets using SQL-like syntax without requiring coding expertise.
10base-f-physical-layer-protocols	A fiber optic Ethernet standard operating at 10 Mbps using two separate fiber strands for transmitting and receiving data over distances up to 2 kilometers.
10base2	A thin coaxial cable networking standard that transmits data at 10 megabits per second over distances up to 185 meters using a daisy-chain topology.
10base5	A thick coaxial cable Ethernet standard supporting data transmission at 10 Mbps over distances up to 500 meters per segment.
12-volt-electricity	The practical application of electrical systems operating at 12 volts, commonly used in automotive, marine, and portable equipment maintenance and troubleshooting.
128bit	A data encryption standard using a 128-bit key length to secure information through cryptographic algorithms.
12factor	A methodology for building scalable, maintainable applications through twelve principles covering codebase management, dependencies, configuration, backing services, build/run separation, stateless processes, port binding, concurrency, disposability, dev/prod parity, logs, and admin tasks.
1password	A password management software that securely stores, generates, and autofills login credentials and sensitive information across devices and browsers.
1st-class-power-engineer-certificate	A professional credential demonstrating competency to operate, maintain, and manage steam power plants and related industrial power generation equipment at the highest certification level.
200-ton-master-captain-s-license	A maritime credential certifying that the holder can operate as master or mate of commercial vessels up to 200 gross tons in ocean and near-coastal waters.
2020-design-software	Digital tools and platforms used for creating visual designs, layouts, and graphics with applications in web design, graphic design, and digital marketing.
25-ton-master-captain-s-license	A maritime credential certifying that the holder can captain vessels up to 25 tons in inland and near-coastal waters, typically requiring documented sea service and passing federal examinations on navigation, safety, and vessel operations.
2d-animation	Creating sequential drawings or digital images that are photographed or displayed in rapid succession to simulate movement on a flat plane.
2d-computer-graphics	The creation and manipulation of visual images using digital tools by controlling pixels, shapes, colors, and transformations in a two-dimensional plane.
2d-computer-aided-drafting-and-design	Creating, editing, and documenting technical drawings and designs using specialized software on a flat plane without depth simulation.
2d-gel-analysis-software	Software tools that analyze protein separation patterns from two-dimensional gel electrophoresis experiments to identify and quantify protein spots based on molecular weight and isoelectric point.
2nd-class-power-engineer-certificate	A professional certification that qualifies individuals to operate and maintain steam boilers, turbines, and associated equipment in industrial, commercial, or institutional facilities.
30-hour-miosha-safety-certification	A comprehensive occupational safety training program consisting of 30 hours of instruction covering OSHA standards, hazard recognition, and workplace safety practices required or recommended for safety professionals and supervisors in Michigan workplaces.
30-hour-osha-construction-card	A credential certifying that a worker has completed a 30-hour Occupational Safety and Health Administration course covering construction safety standards and hazard recognition.
30-hour-osha-general-industry-card	A certification credential earned by completing a federally-approved 30-hour occupational safety and health training course covering hazard recognition, prevention, and OSHA standards applicable to general industrial workplaces.
35-mm-films	Motion pictures produced on 35 millimeter film stock, the standard gauge used in commercial cinema production and theatrical distribution.
360-degree-feedback	A performance evaluation method where feedback on an employee's behavior and competencies is collected from multiple sources including supervisors, peers, direct reports, and self-assessment.
389-directory-server-fedora-project	A free, open-source LDAP directory server developed by the Fedora Project that manages user identities, authentication, and access control in enterprise environments.
3a-pesticide-applicator-license	A credential authorizing individuals to apply restricted-use pesticides to agricultural crops, including soil and aerial applications.
3b-pesticide-applicator-license	A certification credential that authorizes individuals to legally apply pesticides in commercial, agricultural, or public health settings under regulated conditions.
3com-certified-ip-telephony-nbx-expert	Technical certification demonstrating advanced proficiency in designing, implementing, and troubleshooting 3COM NBX IP telephony systems and network integration.
3com-certified-ip-telephony-vcx-expert	Advanced technical certification demonstrating expertise in designing, deploying, and troubleshooting 3COM VCX IP telephony systems and voice communications solutions.
3cx-phone-systems	A unified communications platform that integrates voice calls, video conferencing, instant messaging, and email through a single software-based system deployed on-premise or in the cloud.
3com-certified-wireless-specialist	A professional credential certifying competency in designing, deploying, and troubleshooting 3Com wireless network infrastructure and solutions.
3d-animation	The art and technical process of creating moving images and visual effects by modeling, rigging, animating, lighting, and rendering three-dimensional digital objects and environments.
3d-art	The creation of visual content using digital or physical techniques to produce three-dimensional objects, environments, or animations for games, films, architectural visualization, or product design.
3d-camcorder	A handheld video recording device that captures three-dimensional imagery using dual lenses or sensors to create depth perception for playback on compatible 3D displays.
3d-computer-graphics	The creation and manipulation of visual images using mathematical models, rendering techniques, and specialized software to produce realistic or stylized three-dimensional representations for design, animation, visualization, or entertainment purposes.
3d-computer-graphics-software	Specialized applications used to create, model, render, and animate three-dimensional visual content for design, entertainment, engineering, and visualization purposes.
3d-conformal-radiotherapy-3dcrt	A cancer treatment technique using computer imaging to precisely shape and aim radiation beams from multiple angles to match tumor contours while minimizing exposure to surrounding healthy tissue.
3d-graphic-design	Creating visual content using software tools to build dimensional objects, environments, and animations for film, games, architecture, or commercial applications.
3d-modeling	Creating digital representations of objects or environments using specialized software to visualize designs before production or implementation.
3d-modeling-software	Tools and programs used to create, manipulate, and render three-dimensional digital objects and environments for design, visualization, animation, or manufacturing purposes.
3d-production	The process of creating three-dimensional visual content, models, or animations for media, design, manufacturing, or entertainment purposes using specialized software and techniques.
3d-projection	The technique of representing three-dimensional objects or scenes onto a two-dimensional surface using mathematical transformations and perspective methods.
3d-reconstruction	Converting multiple 2D images or sensor data into three-dimensional digital models using computational geometry and algorithms.
3d-rendering	Creating photorealistic or stylized visual images from digital models using specialized software to simulate lighting, materials, and spatial depth.
3d-scanning	The process of capturing the physical dimensions, shape, and surface details of real-world objects using specialized equipment to create digital three-dimensional models.
3d-touch	A pressure-sensitive input technology on Apple devices that detects the force applied to the screen and triggers different actions based on touch intensity.
3d-visualization	Creating and interpreting visual representations of three-dimensional objects, spaces, or data using software tools, sketches, or models to communicate complex spatial concepts clearly.
3dml	The application of three-dimensional modeling and markup language techniques to create, annotate, and manipulate 3D digital objects and environments for design, visualization, and collaborative purposes.
3dmark-computer-benchmarking	A standardized software tool that measures computer graphics performance and processing power by running graphically intensive test scenarios and reporting comparative performance scores.
3dslicer	Open-source software for visualizing, segmenting, and analyzing 3D medical imaging data from CT, MRI, and ultrasound scans.
3dvia-composer	Software for creating interactive 3D technical documentation, animations, and visual instructions that can be embedded in manuals, training materials, and service guides.
3g-welding-certification	A professional credential verifying competency in welding joints in the flat and horizontal positions on steel pipe using the Gas Tungsten Arc Welding (GTAW) process.
3gpp-telecommunication	A set of technical standards developed by the 3rd Generation Partnership Project for mobile telecommunications networks, covering specifications for 3G, 4G, and 5G systems.
3gpp2-telecommunication	A set of technical standards for wireless mobile networks that define specifications for CDMA-based cellular systems including transmission protocols, network architecture, and service requirements.
3m-software	A proprietary software platform developed by 3M Company that provides document capture, data extraction, and content management solutions for processing and organizing large volumes of business documents and records.
3m-certified	Achievement of professional certification by 3M Company, demonstrating mastery of specific products, systems, or services offered by 3M across industries such as healthcare, safety, abrasives, or adhesives.
3m-codefinder	A software tool developed by 3M that assists healthcare organizations in identifying and selecting appropriate diagnosis and procedure codes for accurate medical billing and documentation.
3d-engine	Software framework that renders three-dimensional graphics, handles physics simulations, manages assets, and provides tools for building interactive 3D applications and games.
3d-secure	A security protocol that adds an extra layer of authentication to online credit and debit card transactions by requiring cardholders to verify their identity through a password or one-time code.
3rd-class-power-engineer-certificate	A professional credential certifying competency to operate and maintain stationary steam boilers and associated equipment in industrial and commercial facilities under direct supervision.
3rd-party-systems-integration	The ability to connect and coordinate data flow between an organization's internal software applications and external vendor or client systems through APIs, middleware, or data exchange protocols.
401k-plan-administration	Managing employer-sponsored retirement accounts including enrollment, contributions, compliance with IRS regulations, investment options, and participant communications.
4d-modeling-construction	Creating digital representations of construction projects that incorporate time as a fourth dimension to visualize scheduling, sequencing, and construction phases alongside the physical 3D model.
4dos-command-line-interpreter	A command-line shell for DOS that extends the native DOS command processor with enhanced features including improved batch scripting, command history, file completion, and advanced directory navigation.
4g-welding-certification	A professional credential demonstrating the ability to perform welding on pipe in all positions according to AWS (American Welding Society) standards and codes.
4sight	A project management and business intelligence software platform that provides real-time visibility into financial performance, resource allocation, and project status across organizations.
4th-class-power-engineer-certificate	A professional credential in Canada that qualifies individuals to operate and maintain low-pressure boilers and pressure vessels in commercial and industrial settings.
50-ton-master-captain-s-license	A maritime credential certifying that the holder can command commercial vessels up to 50 gross tons in near-coastal waters.
500-ton-master-captain-s-license	A maritime credential certifying that a captain can command oceangoing vessels of up to 500 gross tons with unrestricted voyages on unlimited waters.
5150-evaluations	Clinical assessments conducted to determine if an individual meets criteria for involuntary psychiatric hospitalization under California's Welfare and Institutions Code Section 5150.
529-college-savings-planning	Setting aside pre-tax or after-tax funds in state-sponsored investment accounts that grow tax-free and can be withdrawn without penalty when used for qualified education expenses.
56-kbit-s-modems	Hardware devices that transmit data over telephone lines at a maximum rate of 56 kilobits per second, commonly used for internet connectivity before broadband became standard.
5ess-switching-system	A digital telecommunications switching system developed by AT&T that routes telephone calls and manages network traffic using stored-program control technology.
5g-technology	Wireless communication networks operating on fifth-generation standards that deliver high-speed data transmission, low latency, and increased device connectivity compared to previous generations.
5s-methodology-certification	A credential demonstrating competency in organizing and maintaining workplaces through five sequential practices: Sort, Set in Order, Shine, Standardize, and Sustain, to improve efficiency and safety.
5th-class-power-engineer-certificate	A credential certifying that a technician can operate, maintain, and troubleshoot stationary steam engines, boilers, and related equipment up to specified pressure and horsepower limits under provincial or territorial regulation.
64bit	The ability to work with computer systems and software designed to process data using 64-bit architecture, which handles larger amounts of information per operation than 32-bit systems.
6g-welding-certification	Ability to weld in the overhead position using the gas tungsten arc welding (GTAW) process on pipe or plate materials to industry standards.
6lowpan	A networking technology that enables IPv6 communication over low-power wireless personal area networks like Zigbee and LoRaWAN by compressing packet headers and fragmenting data for constrained IoT devices.
7-zip	A free, open-source file archiver that compresses and extracts files using the 7z format with high compression ratios.
8-mm-video-format-video-storage	A digital video file format that stores video data in 8 millimeter tape cartridges or their digital equivalents, commonly used for archival and backup purposes in professional environments.
a-b-testing	Systematically comparing two variants of a product, page, or campaign by testing them simultaneously with different user groups to determine which performs better.
a3-problem-solving-techniques	A structured methodology using a single A3-sized paper to visualize a problem, analyze root causes, propose countermeasures, and track implementation results through a visual, one-page format.
aaa-protocol-code-division-multiple-access	A digital communication method that allows multiple users to share the same frequency band simultaneously by assigning each user a unique code to distinguish their signals.
aaa-server-authentication-authorization-and-accounting	A network security server that verifies user identity, determines what resources they can access, and logs all network activities for compliance and auditing purposes.
aaadm-certification	A credential demonstrating competency in administering and managing advanced authentication and access control systems in IT environments.
aaae-accredited-airport-executive-aae	A professional certification demonstrating expertise in airport management, operations, safety, and leadership awarded by the American Association of Airport Executives to qualified airport professionals.
aaae-airport-certified-employee-ace	A professional credential earned by airport workers who complete training and pass an examination demonstrating competency in airport operations, safety, and customer service standards.
aaae-airport-rescue-fire-fighter-arff	Personnel trained and certified to respond to aircraft emergencies, structural fires, and rescue operations at airport facilities using specialized equipment and protocols.
aaae-airport-security-coordinator-certification-asc	A professional credential demonstrating competency in managing airport security operations, personnel, and compliance with TSA and FAA regulations.
aaae-certified-member-cm	A professional who has met the American Association of Airport Executives' requirements for membership, including education, experience, and ethical standards in airport management.
aaus-scientific-diver-certification	A professional diving credential that qualifies individuals to safely conduct underwater research and scientific work under strict protocols and safety standards established by the American Academy of Underwater Sciences.
aba-intervention	The systematic application of applied behavior analysis principles to modify maladaptive behaviors and teach new skills through reinforcement and behavioral techniques.
abc-flowcharter	A software tool for creating flowcharts and process diagrams through a graphical interface with drag-and-drop functionality.
abc-manager-license	A credential issued by state motor vehicle authorities that permits individuals to operate commercial vehicles with a gross vehicle weight rating (GVWR) above a specified threshold, typically 26,001 pounds or more.
abi-solid-sequencing	A DNA sequencing method that uses fluorescently labeled nucleotides and capillary electrophoresis to determine base sequences in genetic material.
abka-certification	A credential from the American Beverage Knowledge Association demonstrating expertise in beverage service, product knowledge, and industry standards for hospitality professionals.
abl-radiometers	Instruments that measure arterial blood gas parameters and electrolytes through spectrophotometry and ion-selective electrodes for point-of-care clinical diagnostics.
abo-ncle-certified	An individual who has passed the American Board of Obstetrics and Gynecology National Board of Certification examination demonstrating competency to practice obstetrics and gynecology.
